source_relative_to_workspace,package_relative_path,bytes,sha256,role,evidence_tier
40_candidate/gpt/strict_fragment_recompute_20260808/figures_v230/fig03_q2_q3_v230.png,04_图件/fig03_q2_q3_v230.png,320852,F09392A60596ABEFB1B80B249F1ABB2D0C20BF9EA32680C4CBCD47FD8A318564,Q3 figure,main
40_candidate/gpt/strict_fragment_recompute_20260808/figures_v230/fig03_q2_q3_v230.svg,04_图件/fig03_q2_q3_v230.svg,32568,E9BDFD00CCFF4666BDDAAA9081E99C68E4F15B6C06AE4B296CAFAF869DBCEC16,Q3 figure,main
40_candidate/gpt/strict_fragment_recompute_20260808/figures_v230/fig04_q4_cost_frontier_v230.png,04_图件/fig04_q4_cost_frontier_v230.png,321452,44219E1D9EF1CD49EE8A48455566E20430BB76C4DDFB96C5E1C3A7C4AB675E44,Q4 figure,main
40_candidate/gpt/strict_fragment_recompute_20260808/figures_v230/fig04_q4_cost_frontier_v230.svg,04_图件/fig04_q4_cost_frontier_v230.svg,45694,FCA76B88CAB87C6B12EEAB3D37BA284CBE41F4D0724BC5206EA711803D7A4E79,Q4 figure,main
70_audit/reports/v23_questions_key_data_comparison.md,05_写作材料/关键数据核对单.md,6902,4E86CD8960D43466804628C32D21599B511C570CD343046D198D00E4E0637181,Q1-Q4 compact comparison table,main
70_audit/reports/v23_questions_key_data_comparison.csv,05_写作材料/关键数据核对单.csv,3307,1D19EC20EC0B455920E825D12F85A0031CC3ACE421B8DE2C833C35D0A7B03718,machine-readable compact comparison table,main
70_audit/reports/team_comparison_visual_v23/华数杯A题_四问队内核对图表_v23.xlsx,05_写作材料/四问队内核对图表_v23.xlsx,21961,D94FAB016606EE10D65FBDF215930A72523DA007F1AEA84708D4A9C6778A78A2,filterable workbook,main
80_submission/draft/clipped-fragment-latex-v23/main.tex,05_写作材料/当前论文_main.tex,43337,45B85407FFB56A6AE2F7B226EEBA38D3FD3C8751FF25CB2A164DB83E07CE2317,current manuscript source,main
80_submission/draft/clipped-fragment-latex-v23/manuscript.json,05_写作材料/当前论文_manuscript.json,22418,F8E114C491BAD1BEDB554EC5FDB39ACD7E4722E5D565778F3B26467AF98C9DDC,current structured manuscript,main
20_mainline/windows_review_pack/华数杯A题_Windows可运行复核版/src/microstructure_sim.cpp,06_源码/microstructure_sim.cpp,81445,92D5416B5CD2B769701087BABED36FA64117793BA372565F4D29E182B8E3E7E6,primary geometry and Monte-Carlo implementation,main
20_mainline/src/visualization/generate_fragment_model_artifacts.py,06_源码/generate_fragment_model_artifacts.py,21585,527A110158848A484396044B11AE9AAE0472D5225225455CC83408691F7D4209,current figure generator,main
40_candidate/gpt/strict_fragment_recompute_20260808/adaptive_q4_branch_audit.py,06_源码/adaptive_q4_branch_audit.py,5756,D314A1311CF40207DC04A748F6DA8FD1B431A004EBD0A1A60224304630406BC0,Q4 branch-and-PAVA audit,main
